experiment:_Bos_taurus_9913_-_Cellular_component:_cols-genes_10__rows-features_207__vals-annotazioni_7658_threshold=0.45_HUs=25
(gene oid, feature oid)
	 ### GeneProfile 0 ### 
(4164544, 196996),
(4164544, 197009),
(4164544, 197092),
(4164544, 197130),
(4164544, 197175),
(4164544, 197177),
(4164544, 197185),
(4164544, 197344),
(4164544, 197423),
(4164544, 197424),
(4164544, 197425),
(4164544, 197427),
(4164544, 197433),
(4164544, 197441),
(4164544, 197510),
(4164544, 197525),
(4164544, 197804),
(4164544, 197826),
(4164544, 200667),
(4164544, 200668),
(4164544, 200670),
(4164544, 200707),
(4164544, 200713),
(4164544, 200714),
(4164544, 200715),
(4164544, 200716),
(4164544, 200717),
(4164544, 200724),
(4164544, 200725),
(4164544, 200741),
(4164544, 200752),
(4164544, 200764),
(4164544, 200777),
(4164544, 200809),
(4164544, 200816),
(4164544, 200817),
(4164544, 200818),
(4164544, 200819),
(4164544, 200821),
(4164544, 200824),
(4164544, 200825),
(4164544, 200835),
(4164544, 200837),
(4164544, 200838),
(4164544, 200840),
(4164544, 200844),
(4164544, 200846),
(4164544, 200847),
(4164544, 200848),
(4164544, 200852),
(4164544, 200853),
(4164544, 200858),
(4164544, 200864),
(4164544, 200867),
(4164544, 200869),
(4164544, 200873),
(4164544, 200886),
(4164544, 200888),
(4164544, 200892),
(4164544, 200901),
(4164544, 200911),
(4164544, 200919),
(4164544, 200920),
(4164544, 200923),
(4164544, 200936),
(4164544, 200938),
(4164544, 200944),
(4164544, 200946),
(4164544, 200947),
(4164544, 200952),
(4164544, 200961),
(4164544, 200969),
(4164544, 200970),
(4164544, 200981),
(4164544, 200987),
(4164544, 200996),
(4164544, 202592),
(4164544, 204344),
(4164544, 204430),
(4164544, 205435),
(4164544, 205436),
(4164544, 206251),
(4164544, 206252),
(4164544, 206544),
(4164544, 206545),
(4164544, 206624),
(4164544, 206625),
(4164544, 206626),
(4164544, 206894),
(4164544, 206895),
(4164544, 206898),
(4164544, 206931),
(4164544, 206968),
(4164544, 207098),
(4164544, 207110),
(4164544, 209397),
(4164544, 209398),
(4164544, 209425),
(4164544, 210112),
(4164544, 210113),
(4164544, 210200),
(4164544, 210232),
(4164544, 210291),
(4164544, 210294),
(4164544, 210300),
(4164544, 210307),
(4164544, 210309),
(4164544, 210310),
(4164544, 210311),
(4164544, 210314),
(4164544, 210349),
(4164544, 210584),
(4164544, 210585),
(4164544, 210586),
(4164544, 210587),
(4164544, 210641),
(4164544, 210669),
(4164544, 210788),
(4164544, 210789),
(4164544, 210791),
(4164544, 210792),
(4164544, 210989),
(4164544, 211085),
(4164544, 211132),
(4164544, 211209),
(4164544, 211320),
(4164544, 211322),
(4164544, 211323),
(4164544, 211394),
(4164544, 211395),
(4164544, 211426),
(4164544, 211504),
(4164544, 211607),
(4164544, 211688),
(4164544, 211993),
(4164544, 212055),
(4164544, 212056),
(4164544, 212057),
(4164544, 212062),
(4164544, 212063),
(4164544, 212068),
(4164544, 212069),
(4164544, 212070),
(4164544, 212076),
(4164544, 212519),
(4164544, 212678),
(4164544, 213076),
(4164544, 213364),
(4164544, 214474),
(4164544, 214776),
(4164544, 215587),
(4164544, 215788),
(4164544, 215973),
(4164544, 215991),
(4164544, 216031),
(4164544, 216375),
(4164544, 216385),
(4164544, 216404),
(4164544, 216592),
(4164544, 216593),
(4164544, 216594),
(4164544, 216595),
(4164544, 216597),
(4164544, 216598),
(4164544, 216599),
(4164544, 216600),
(4164544, 216601),
(4164544, 216658),
(4164544, 216662),
(4164544, 217510),
(4164544, 217511),
(4164544, 217513),
(4164544, 217514),
(4164544, 217516),
(4164544, 217517),
(4164544, 217518),
(4164544, 217519),
(4164544, 217520),
(4164544, 217521),
(4164544, 217522),
(4164544, 217527),
(4164544, 217528),
(4164544, 217530),
(4164544, 217533),
(4164544, 217534),
(4164544, 217535),
(4164544, 217537),
(4164544, 217539),
(4164544, 217540),
(4164544, 217543),
(4164544, 217544),
(4164544, 217545),
(4164544, 217547),
(4164544, 217551),
(4164544, 217552),
(4164544, 217671),
(4164544, 217725),
(4164544, 217750),
(4164544, 217814),
(4164544, 220870),
(4164544, 220874),
(4164544, 224796),
(4164544, 224942),
(4164544, 224943),
(4164544, 225251),
(4164544, 225313),
(4164544, 225334),
	 ### GeneProfile 1 ### 
(4152285, 196996),
(4152285, 197009),
(4152285, 197092),
(4152285, 197130),
(4152285, 197175),
(4152285, 197177),
(4152285, 197185),
(4152285, 197344),
(4152285, 197423),
(4152285, 197424),
(4152285, 197425),
(4152285, 197427),
(4152285, 197433),
(4152285, 197441),
(4152285, 197510),
(4152285, 197525),
(4152285, 197804),
(4152285, 197826),
(4152285, 200667),
(4152285, 200668),
(4152285, 200670),
(4152285, 200707),
(4152285, 200713),
(4152285, 200714),
(4152285, 200715),
(4152285, 200716),
(4152285, 200717),
(4152285, 200724),
(4152285, 200725),
(4152285, 200741),
(4152285, 200752),
(4152285, 200764),
(4152285, 200777),
(4152285, 200809),
(4152285, 200816),
(4152285, 200817),
(4152285, 200818),
(4152285, 200819),
(4152285, 200821),
(4152285, 200824),
(4152285, 200825),
(4152285, 200835),
(4152285, 200837),
(4152285, 200838),
(4152285, 200840),
(4152285, 200844),
(4152285, 200846),
(4152285, 200847),
(4152285, 200848),
(4152285, 200852),
(4152285, 200853),
(4152285, 200858),
(4152285, 200864),
(4152285, 200867),
(4152285, 200869),
(4152285, 200873),
(4152285, 200886),
(4152285, 200888),
(4152285, 200892),
(4152285, 200901),
(4152285, 200911),
(4152285, 200919),
(4152285, 200920),
(4152285, 200923),
(4152285, 200936),
(4152285, 200938),
(4152285, 200944),
(4152285, 200946),
(4152285, 200947),
(4152285, 200952),
(4152285, 200961),
(4152285, 200969),
(4152285, 200970),
(4152285, 200981),
(4152285, 200987),
(4152285, 200996),
(4152285, 202592),
(4152285, 204344),
(4152285, 204430),
(4152285, 205435),
(4152285, 205436),
(4152285, 206251),
(4152285, 206252),
(4152285, 206544),
(4152285, 206545),
(4152285, 206624),
(4152285, 206625),
(4152285, 206626),
(4152285, 206894),
(4152285, 206895),
(4152285, 206898),
(4152285, 206931),
(4152285, 206968),
(4152285, 207098),
(4152285, 207110),
(4152285, 209397),
(4152285, 209398),
(4152285, 209425),
(4152285, 210112),
(4152285, 210113),
(4152285, 210200),
(4152285, 210232),
(4152285, 210291),
(4152285, 210294),
(4152285, 210300),
(4152285, 210307),
(4152285, 210309),
(4152285, 210310),
(4152285, 210311),
(4152285, 210314),
(4152285, 210349),
(4152285, 210584),
(4152285, 210585),
(4152285, 210586),
(4152285, 210587),
(4152285, 210641),
(4152285, 210669),
(4152285, 210788),
(4152285, 210789),
(4152285, 210791),
(4152285, 210792),
(4152285, 210989),
(4152285, 211085),
(4152285, 211132),
(4152285, 211209),
(4152285, 211320),
(4152285, 211322),
(4152285, 211323),
(4152285, 211394),
(4152285, 211395),
(4152285, 211426),
(4152285, 211504),
(4152285, 211607),
(4152285, 211688),
(4152285, 211993),
(4152285, 212055),
(4152285, 212056),
(4152285, 212057),
(4152285, 212062),
(4152285, 212063),
(4152285, 212068),
(4152285, 212069),
(4152285, 212070),
(4152285, 212076),
(4152285, 212519),
(4152285, 212678),
(4152285, 213076),
(4152285, 213364),
(4152285, 214474),
(4152285, 214776),
(4152285, 215587),
(4152285, 215788),
(4152285, 215973),
(4152285, 215991),
(4152285, 216031),
(4152285, 216375),
(4152285, 216385),
