0	0
0.021	0.004
0.027	0.017
0.032	0.033
0.038	0.012
0.063	0.018
0.065	0.024
0.092	0.028
0.112	0.032
0.113	0.052
0.121	0.039
0.126	0.063
0.127	0.069
0.151	0.06
0.163	0.06
0.167	0.061
0.169	0.079
0.175	0.073
0.176	0.075
0.184	0.087
0.185	0.082
0.188	0.088
0.191	0.097
0.193	0.113
0.195	0.104
0.197	0.115
0.199	0.112
0.201	0.129
0.202	0.143
0.203	0.131
0.203	0.145
0.203	0.145
0.205	0.145
0.208	0.151
0.215	0.174
0.217	0.171
0.218	0.184
0.224	0.193
0.235	0.198
0.245	0.177
0.252	0.212
0.255	0.182
0.258	0.2
0.267	0.237
0.27	0.188
0.27	0.199
0.284	0.233
0.291	0.222
0.292	0.241
0.295	0.231
0.3	0.214
0.305	0.223
0.32	0.24
0.331	0.231
0.349	0.246
0.35	0.249
0.362	0.279
0.366	0.251
0.38	0.256
0.403	0.288
0.41	0.284
0.414	0.283
0.418	0.312
0.42	0.303
0.424	0.301
0.427	0.331
0.428	0.305
0.43	0.323
0.43	0.331
0.434	0.33
0.435	0.334
0.435	0.337
0.437	0.349
0.437	0.348
0.439	0.35
0.44	0.345
0.444	0.378
0.446	0.365
0.446	0.386
0.447	0.356
0.448	0.383
0.45	0.376
0.453	0.36
0.455	0.387
0.458	0.381
0.461	0.408
0.462	0.394
0.464	0.417
0.471	0.42
0.476	0.449
0.48	0.411
0.504	0.463
0.505	0.42
0.51	0.435
0.52	0.459
0.526	0.45
0.527	0.441
0.532	0.453
0.535	0.459
0.537	0.465
0.541	0.472
0.548	0.492
0.549	0.484
0.551	0.486
0.556	0.503
0.557	0.508
0.558	0.505
0.561	0.52
0.562	0.523
0.562	0.527
0.565	0.534
0.568	0.529
0.571	0.542
0.572	0.534
0.575	0.559
0.579	0.552
0.59	0.562
0.6	0.565
0.611	0.549
0.651	0.572
0.652	0.575
0.655	0.576
0.656	0.577
0.659	0.602
0.659	0.6
0.665	0.6
0.665	0.611
0.671	0.628
0.675	0.613
0.675	0.593
0.686	0.666
0.69	0.642
0.692	0.608
0.708	0.619
0.724	0.663
0.73	0.642
0.748	0.644
0.756	0.65
0.763	0.66
0.763	0.658
0.764	0.663
0.772	0.674
0.776	0.68
0.78	0.685
0.792	0.697
0.793	0.704
0.794	0.708
0.795	0.713
0.795	0.707
0.796	0.709
0.797	0.714
0.8	0.715
0.8	0.727
0.804	0.729
0.814	0.74
0.814	0.752
0.817	0.741
0.82	0.751
0.824	0.763
0.828	0.766
0.829	0.772
0.829	0.769
0.831	0.761
0.836	0.792
0.854	0.804
0.882	0.78
0.886	0.795
0.898	0.793
0.905	0.821
0.906	0.818
0.908	0.821
0.913	0.811
0.915	0.833
0.921	0.825
0.922	0.814
0.935	0.843
0.939	0.862
0.939	0.836
0.943	0.848
0.943	0.849
0.945	0.865
0.945	0.855
0.955	0.867
0.959	0.879
0.961	0.88
0.963	0.882
0.967	0.898
0.97	0.913
0.97	0.889
0.971	0.909
0.978	0.93
0.978	0.908
0.98	0.94
0.985	0.938
0.985	0.92
0.986	0.921
0.988	0.936
0.989	0.94
0.99	0.942
0.991	0.951
0.991	0.96
0.992	0.97
0.992	0.952
0.994	0.982
0.994	0.986
0.996	0.984
0.997	0.995
